category		clarity	clarity	clarity	rate	rate	rate	confidence	confidence	confidence	rate rebuttal	rate rebuttal	rate rebuttal
685-Paper1116	Uncovering Heterogeneity in Alzheimer's Disease from Graphical Modeling of the Tau Spatiotemporal Topography	Good	Very Good	Very Good	6	7	6	Somewhat confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
686-Paper0920	Uncovering Structural-Functional Coupling Alterations for Neurodegenerative Diseases	Satisfactory	Good	Very Good	3	6	6	Very confident	Very confident	Very confident	N/A	N/A	N/A
687-Paper3056	Understanding Silent Failures in Medical Image Classification	Very Good	Very Good	Good	6	5	4	Confident but not absolutely certain	Confident but not absolutely certain	Somewhat confident	6	N/A	6
688-Paper2711	Unified Brain MR-Ultrasound Synthesis using Multi-Modal Hierarchical Representations	Good	Very Good	Good	6	6	3	Confident but not absolutely certain	Not confident	Confident but not absolutely certain	N/A	N/A	5
689-Paper2908	Unified surface and volumetric inference on functional imaging data	Excellent	Satisfactory	Excellent	7	4	7	Very confident	Somewhat confident	Very confident	N/A	N/A	N/A
690-Paper0530	UniSeg: A Prompt-driven Universal Segmentation Model as well as A Strong Representation Learner	Very Good	Very Good	Very Good	6	5	7	Very confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
691-Paper1057	Unpaired Cross-modal Interaction Learning for COVID-19 Segmentation on Limited CT images	Good	Very Good	Very Good	5	7	6	Confident but not absolutely certain	Very confident	Very confident	N/A	N/A	6
692-Paper2499	Unsupervised 3D out-of-distribution detection with latent diffusion models	Very Good	Poor	Very Good	5	3	6	Very confident	Confident but not absolutely certain	Somewhat confident	N/A	3	6
693-Paper1171	Unsupervised 3D registration through optimization-guided cyclical self-training	Good	Good	Excellent	5	4	5	Confident but not absolutely certain	Confident but not absolutely certain	Somewhat confident	N/A	5	N/A
694-Paper2309	Unsupervised classification of congenital inner ear malformations using DeepDiffusion for latent space representation	Good	Very Good	Very Good	6	6	4	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
695-Paper1729	Unsupervised Discovery of 3D Hierarchical Structure with Generative Diffusion Features	Good	Very Good	Good	5	5	5	Confident but not absolutely certain	Somewhat confident	Confident but not absolutely certain	N/A	N/A	N/A
696-Paper0946	Unsupervised Domain Adaptation for Anatomical Landmark Detection	Excellent	Very Good	Good	6	4	4	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	6	5	4
697-Paper3159	Unsupervised Domain Transfer with Conditional Invertible Neural Networks	Very Good	Excellent	Very Good	5	5	4	Very confident	Somewhat confident	Confident but not absolutely certain	6	N/A	N/A
698-Paper2299	Unsupervised Learning for Feature Extraction and Temporal Alignment of 3D+t Point Clouds of Zebrafish Embryos	Good	Poor	Very Good	6	3	5	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	4	6
699-Paper0297	UOD: Universal One-shot Detection of Anatomical Landmarks	Good	Very Good	Good	6	6	5	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
700-Paper2751	UPCoL: Uncertainty-informed Prototype Consistency Learning for Semi-supervised Medical Image Segmentation	Very Good	Satisfactory	Good	5	5	5	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
701-Paper0843	Utilizing Longitudinal Chest X-Rays and Reports to Pre-Fill Radiology Reports	Very Good	Very Good	Very Good	6	6	6	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
702-Paper2942	UWAT-GAN: Fundus Fluorescein Angiography Synthesis via Ultra-wide-angle Transformation Multi-scale GAN	Good	Good	Very Good	5	5	6	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
703-Paper0139	UXDiff: Synthesis of X-ray Image from Ultrasound Coronal Image of Spine with Diffusion Probabilistic Network	Very Good	Good	Very Good	5	5	4	Very confident	Somewhat confident	Confident but not absolutely certain	N/A	6	4
704-Paper2283	Vertex Correspondence in Cortical Surface Reconstruction	Very Good	Excellent	Excellent	6	6	6	Very confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
705-Paper0384	VesselVAE: Recursive Variational Autoencoders for 3D Blood Vessel Synthesis	Good	Excellent	Satisfactory	5	6	3	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	6	N/A
706-Paper1198	VF-HM: Vision Loss Estimation using Fundus Photograph for High Myopia	Very Good	Very Good	Very Good	5	7	5	Somewhat confident	Somewhat confident	Very confident	N/A	N/A	N/A
707-Paper3121	Virtual Heart models help elucidate the role of border zone in sustained monomorphic Ventricular Tachycardia	Very Good	Very Good	Very Good	5	5	0	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
708-Paper2976	VISA-FSS: A Volume-Informed Self Supervised Approach for Few-Shot 3D Segmentation	Very Good	Excellent	Excellent	5	7	6	Somewhat confident	Very confident	Very confident	N/A	N/A	N/A
709-Paper2328	Vision Transformer based Multi-Class Lesion Detection in IVOCT	Satisfactory	Very Good	Excellent	4	6	4	Very confident	Very confident	Very confident	5	7	6
710-Paper2226	Visual Grounding of Whole Radiology Reports for 3D CT Images	Very Good	Good	Good	6	4	5	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	6	N/A	N/A
711-Paper2041	Visual-Attribute Prompt Learning for Progressive Mild Cognitive Impairment Prediction	Very Good	Good	Very Good	6	5	5	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
712-Paper3421	vox2vec: A Framework for Self-supervised Contrastive Learning of Voxel-level Representations in Medical Images	Excellent	Very Good	Good	5	7	5	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
713-Paper1574	Wall thickness estimation from short axis ultrasound images via temporal compatible deformation learning	Excellent	Good	Very Good	5	6	5	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	6	N/A
714-Paper3150	WarpEM: Dynamic Time Warping for Accurate Catheter Registration in EM-guided Procedures	Very Good	Very Good	Very Good	5	3	6	Very confident	Very confident	Very confident	N/A	4	6
715-Paper1867	Wasserstein Distance-Preserving Vector Space of Persistent Homology	Very Good	Satisfactory	Good	6	3	6	Confident but not absolutely certain	Very confident	Very confident	N/A	N/A	N/A
716-Paper3183	Weakly Supervised Cerebellar Cortical Surface Parcellation with Self-Visual Representation Learning	Very Good	Good	Very Good	6	5	5	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
717-Paper2557	Weakly Supervised Lesion Localization of Nascent Geographic Atrophy in Age-Related Macular Degeneration	Excellent	Excellent	Satisfactory	6	3	4	Very confident	Very confident	Very confident	N/A	4	4
718-Paper0177	Weakly Supervised Medical Image Segmentation via Superpixel-guided Scribble Walking and Class-wise Contrastive Regularization	Very Good	Good	Excellent	5	3	6	Very confident	Confident but not absolutely certain	Very confident	6	4	6
719-Paper3550	Weakly-supervised Drug Efficiency Estimation with Confidence Score: Application to COVID-19 Drug Discovery	Satisfactory	Good	Satisfactory	4	6	3	Somewhat confident	Confident but not absolutely certain	Confident but not absolutely certain	5	N/A	6
720-Paper1279	Weakly-supervised positional contrastive learning: application to cirrhosis classification	Good	Good	Very Good	4	6	4	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	5	6	N/A
721-Paper0147	WeakPolyp: You Only Look Bounding Box for Polyp Segmentation	Very Good	Excellent	Very Good	5	5	6	Very confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
722-Paper1367	What Do AEs Learn? Challenging Common Assumptions in Unsupervised Anomaly Detection	Very Good	Very Good	Satisfactory	6	6	4	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
723-Paper0873	Whole-Heart Reconstruction with Explicit Topology Integrated Learning	Very Good	Good	Good	4	5	5	Somewhat confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
724-Paper1646	X2Vision : 3D CT Reconstruction from Biplanar X-Rays with Deep Structure Prior	Very Good	Good	Good	5	5	6	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
725-Paper1587	Xplainer: From X-Ray Observations to Explainable Zero-Shot Diagnosis	Very Good	Very Good	Good	5	6	3	Very confident	Somewhat confident	Very confident	6	N/A	N/A
726-Paper3129	X-Ray to CT Rigid Registration Using Scene Coordinate Regression	Satisfactory	Very Good	Very Good	4	7	5	Very confident	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
727-Paper0235	YONA: You Only Need One Adjacent Reference-frame for Accurate and Fast Video Polyp Detection	Very Good	Satisfactory	Excellent	6	3	7	Very confident	Very confident	Very confident	N/A	N/A	N/A
728-Paper0193	You Don't Have to Be Perfect to Be Amazing: Unveil the Utility of Synthetic Images	Very Good	Satisfactory	Good	7	5	3	Confident but not absolutely certain	Somewhat confident	Confident but not absolutely certain	N/A	N/A	N/A
729-Paper1950	You've Got Two Teachers: Co-evolutionary Image and Report Distillation for Semi-supervised Anatomical Abnormality Detection in Chest X-ray	Very Good	Very Good	Good	5	5	5	Somewhat confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
730-Paper2592	Zero-shot Nuclei Detection via Visual-Language Pre-trained Models	Very Good	Very Good	Good	6	6	4	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	5
